"","x"
"53350",23322.3277802792
"53351",12769.9883132061
"53352",27800.0116867939
"53353",35340
"53354",9040
"53355",9410
"53356",0
"53357",3761.23919308357
"53358",46288.7608069164
"53359",20060
"53360",18753.2279069767
"53361",41586.7720930233
"53362",10421.3709423259
"53363",14091.6325244248
"53364",8416.99653324929
"53365",19030
"53366",28870
"53367",0
"53368",11346.7015706806
"53369",16703.2984293194
"53370",0
"53371",43610
"53372",4576.62176165803
"53373",15373.378238342
"53374",44617.7118752397
"53375",36442.2881247603
"53376",29867.7681424007
"53377",21489.0552259242
"53378",19443.176631675
"53379",0
"53380",14310
"53381",26518.6842105263
"53382",3971.31578947368
"53383",56920
"53384",19340.5289321933
"53385",32839.4710678067
"53386",16037.5238340634
"53387",2657.41046122133
"53388",21435.0657047153
"53389",22317.7254608869
"53390",19252.2745391131
"53391",21750
"53392",13060
"53393",5473.59678782756
"53394",16276.4032121724
"53395",0
"53396",75700
"53397",38700
"53398",17182.0786997434
"53399",2931.23182207015
"53400",4186.68947818648
"53401",2100
"53402",24064.6582568807
"53403",22375.3417431193
"53404",0
"53405",15724.2764345002
"53406",42255.7235654998
"53407",14745
"53408",2625
"53409",34790
"53410",19042.2384373597
"53411",7817.76156264032
"53412",27250
"53413",6140
"53414",22750
"53415",87080
"53416",29610.1110061408
"53417",25149.8889938592
"53418",23116.3922813874
"53419",54013.6077186126
"53420",43680
"53421",18189.3199290361
"53422",17070.6800709639
"53423",23475.9164367363
"53424",22192.0772566023
"53425",31882.0063066614
"53426",7690
"53427",20030
"53428",6580
"53429",6100
"53430",15140
"53431",27650
"53432",10472.2222222222
"53433",15527.7777777778
"53434",19912.0972745402
"53435",28397.9027254598
"53436",34787.8849645156
"53437",32672.1150354844
"53438",0
"53439",39610
"53440",24047.294921875
"53441",19952.705078125
"53442",51678.4730363423
"53443",18711.5269636577
"53444",13313.224418234
"53445",19566.775581766
"53446",19992.5194284282
"53447",6877.48057157182
"53448",12950
"53449",12830
"53450",21580
"53451",41381.2577767344
"53452",40798.6477286066
"53453",8430.094494659
"53454",16126.4150417827
"53455",23583.5849582173
"53456",25740.8904750761
"53457",16495.3206178329
"53458",3333.78890709104
"53459",13200
"53460",34010
"53461",21273.5894660895
"53462",7476.41053391053
"53463",9570
"53464",19812.1127272727
"53465",9517.88727272727
"53466",0
"53467",5174.80925666199
"53468",33195.190743338
"53469",21253.8987816307
"53470",5906.10121836926
"53471",22750
"53472",20930
"53473",19500
"53474",9490
"53475",15615.3798710401
"53476",21174.6201289599
"53477",14420
"53478",2819.33111954459
"53479",18330.6688804554
"53480",22848.5587583149
"53481",19211.4412416851
"53482",16386.8884723524
"53483",24843.1115276476
"53484",20223.6842105263
"53485",1526.31578947368
"53486",15950
"53487",25136.4269073966
"53488",15473.5730926034
"53489",0
"53490",0
"53491",32380.0435215121
"53492",0
"53493",6679.95647848794
"53494",19697.127765597
"53495",33632.872234403
"53496",9696.03601381352
"53497",24003.9639861865
"53498",37790
"53499",26365.3710034185
"53500",30684.6289965815
"53501",11580
"53502",31554.6648768747
"53503",26695.3351231253
"53504",29153.0676775148
"53505",28386.9323224852
"53506",6899.70652570179
"53507",49770.2934742982
"53508",36485.7234497505
"53509",23204.2765502495
"53510",9385
"53511",5075
"53512",14570
"53513",18746.2302255133
"53514",1290
"53515",8963.76977448671
"53516",7685
"53517",7685
"53518",16327.7191580069
"53519",22382.2808419931
"53520",21377.5909285409
"53521",4922.40907145913
"53522",12628.801611279
"53523",8771.19838872105
"53524",25120.0549639299
"53525",13515.850223291
"53526",21524.0948127791
"53527",20347.9353299761
"53528",18742.0646700239
"53529",22531.649694501
"53530",8428.35030549898
"53531",24750
"53532",23640
"53533",12271.5289982425
"53534",10528.4710017575
"53535",16390
"53536",16393.265249793
"53537",17506.734750207
"53538",20070
"53539",5010
"53540",35917.3043114274
"53541",14620.7032231059
"53542",1181.99246546672
"53543",16900
"53544",74966.7047531993
"53545",24183.2952468007
"53546",25830
"53547",10485
"53548",0
"53549",10705
"53550",20523.9078270806
"53551",34016.0921729194
"53552",17535
"53553",1165
"53554",19812.7229521946
"53555",19147.2770478054
"53556",16130
"53557",34053.341093292
"53558",27596.6589067081
"53559",5384.84593837535
"53560",13415.1540616246
"53561",4903.02969502408
"53562",26456.5730337079
"53563",10.3972712680578
"53564",26700
"53565",18630
"53566",17480
"53567",35650
"53568",5260
"53569",112710.235837588
"53570",22089.7641624119
"53571",12250
"53572",26630
"53573",30590
"53574",22614.6984461417
"53575",19495.3015538583
"53576",24920
"53577",70009.5228608427
"53578",37390.4771391573
"53579",11230
"53580",23106.8072289157
"53581",8523.19277108434
"53582",21138.2687651332
"53583",12176.4697336562
"53584",9375.26150121065
"53585",13778.801732435
"53586",11821.198267565
"53587",4301.16666666667
"53588",20588.8333333333
"53589",20518.784
"53590",17831.216
"53591",17172.9372617823
"53592",192157.062738218
"53593",0
"53594",27520
"53595",19270
"53596",20943.039638087
"53597",4566.96036191297
"53598",17754.5871097684
"53599",2155.41289023162
"53600",19611.6551040634
"53601",11748.3448959366
"53602",15200
"53603",14142.5130890052
"53604",10747.4869109948
"53605",22654.6030508852
"53606",55966.8288609286
"53607",24188.5680881862
"53608",0
"53609",17160
"53610",0
"53611",1293.49369085173
"53612",29476.5063091483
"53613",0
"53614",27186.0115931189
"53615",30723.9884068811
"53616",20982.1468672805
"53617",25157.8531327195
"53618",31058.7683284457
"53619",26501.2316715543
"53620",21360
"53621",28320
"53622",8850
"53623",20889.0656851642
"53624",8280.93431483579
"53625",11925
"53626",7055
"53627",10759.4312306101
"53628",9210.56876938987
"53629",24690
"53630",51790
"53631",13030
"53632",7000
"53633",31159.279811098
"53634",19845.1948051948
"53635",3265.5253837072
"53636",4650
"53637",12690
"53638",1280
"53639",19680
"53640",31700
"53641",17080
"53642",9710
"53643",3840
"53644",0
"53645",7087.64486754967
"53646",42782.3551324503
"53647",15590
"53648",53858.7890625
"53649",22641.2109375
"53650",23747.3875092206
"53651",19982.6124907794
"53652",11103.375
"53653",8036.625
"53654",20560
"53655",14241.0714285714
"53656",18238.9285714286
"53657",21600
"53658",185
"53659",70694.0247074122
"53660",11810.9752925878
"53661",19030
"53662",17260.8990690838
"53663",27649.1009309162
"53664",63856.2348436503
"53665",783.765156349713
"53666",7530
"53667",16940
"53668",13160
"53669",21382.5243243243
"53670",0
"53671",19987.4756756757
"53672",9949.90508266993
"53673",8410.09491733007
"53674",0
"53675",13600
"53676",17830
"53677",34080
"53678",940
"53679",24170
"53680",31960
"53681",3000
"53682",33045.5113192818
"53683",6764.48868071819
"53684",21570
"53685",30115.6728352753
"53686",15104.3271647247
"53687",37376.0290175051
"53688",28093.9709824949
"53689",21490
"53690",30178.2485673352
"53691",97291.7514326648
"53692",2050.78260869565
"53693",19389.2173913043
"53694",32350
"53695",160
"53696",24420
"53697",190
"53698",32115.6439843883
"53699",10136.9217715934
"53700",7107.43424401833
"53701",11600
"53702",15955.2681581367
"53703",18044.7318418633
"53704",14680
"53705",13465.6809549647
"53706",2134.18339663592
"53707",3130.13564839935
"53708",15280
"53709",32670
"53710",22837.7932254803
"53711",17562.2067745197
"53712",14025.1350378106
"53713",13774.8649621894
"53714",52570
"53715",19956.9866920152
"53716",34293.0133079848
"53717",18170
"53718",17496.3567362429
"53719",8923.64326375712
"53720",22785.3101920236
"53721",19564.6898079764
"53722",58821.7249534184
"53723",21828.2750465816
"53724",21141.5752098128
"53725",9958.42479018722
"53726",14780
"53727",26217.3874256585
"53728",20282.6125743415
"53729",13410
"53730",0
"53731",0
"53732",29489.7260834015
"53733",6095
"53734",27295.2739165985
"53735",13343.0805687204
"53736",4359.78049388875
"53737",25237.1389373909
"53738",46075
"53739",1165
"53740",85229.9293337179
"53741",60240.0706662821
"53742",39985
"53743",135
"53744",24350
"53745",0
"53746",15780
"53747",12940
"53748",20530
"53749",32220
"53750",25083.8076923077
"53751",10026.1923076923
"53752",5820
"53753",0
"53754",43250
"53755",0
"53756",10970.8163265306
"53757",32259.1836734694
"53758",41557.4694984184
"53759",8752.53050158156
"53760",23809.8124760811
"53761",2430.18752391887
"53762",18654.5356285028
"53763",8495.4643714972
"53764",6622.45718540581
"53765",21687.5428145942
"53766",25406.4818548387
"53767",6183.51814516129
"53768",16410
"53769",3650
"53770",25580
"53771",18929.0847347995
"53772",52020.9152652005
"53773",46595
"53774",1165
"53775",16870
"53776",19330
"53777",2841.27906976744
"53778",24308.7209302326
"53779",23963.0301369863
"53780",14636.9698630137
"53781",21365.3571428571
"53782",15544.6428571429
"53783",15390
"53784",40894.9278637233
"53785",18985.0721362767
"53786",14780
"53787",38198.1349424026
"53788",18201.8650575974
"53789",15070
"53790",15580
"53791",18870
"53792",17531.6443286175
"53793",24278.3556713825
"53794",21230
"53795",20540
"53796",19710
"53797",12810
"53798",26050.2607855763
"53799",24139.7392144237
"53800",16420
"53801",22888.4946677605
"53802",1661.50533223954
"53803",25860.4153275649
"53804",20079.5846724351
"53805",21488.0485952923
"53806",22819.840546697
"53807",10902.1108580106
"53808",6835
"53809",6835
"53810",15794.7096521057
"53811",24475.2903478943
"53812",0
"53813",90418.9035916824
"53814",631.09640831758
"53815",14950
"53816",48680
"53817",13540
"53818",11610.8455718736
"53819",17379.1544281264
"53820",20510
"53821",36198.1460866587
"53822",27001.8539133413
"53823",17270
"53824",20170
"53825",28940
"53826",0
"53827",18762.9788345963
"53828",19677.0211654037
"53829",18440
"53830",0
"53831",30284.783777728
"53832",20375.216222272
"53833",0
"53834",0
"53835",7780
"53836",58250
"53837",17616.7501937484
"53838",31163.2498062516
"53839",27060
"53840",22876.5132967497
"53841",3153.48670325032
"53842",39660
"53843",0
"53844",22063.9661789398
"53845",22466.0338210602
"53846",11970
"53847",18686.30293781
"53848",17873.69706219
"53849",14165.9837209302
"53850",34604.0162790698
"53851",16110
"53852",40339.1147725849
"53853",43870.8852274151
"53854",31710
"53855",13274.247183339
"53856",16935.752816661
"53857",16387.2099087353
"53858",15252.7900912647
"53859",16361.7245119306
"53860",4730
"53861",7068.27548806941
"53862",32440
"53863",15460
"53864",16710
"53865",30674.1498242531
"53866",18715.8501757469
"53867",30420
"53868",0
"53869",15330
"53870",12330
"53871",0
"53872",13810
"53873",35265
"53874",5945
"53875",14567.409144197
"53876",11592.590855803
"53877",10710
"53878",13320
"53879",8530
"53880",20660
"53881",0
"53882",5890
"53883",558.36530442035
"53884",10236.6972477064
"53885",11034.9374478732
"53886",15635.9728091126
"53887",28064.2531692082
"53888",23369.7740216792
"53889",25990.0562809545
"53890",21657.6226924809
"53891",3112.32102656461
"53892",0
"53893",6255
"53894",3755
"53895",23160
"53896",12070
"53897",12804.495655459
"53898",13695.504344541
"53899",78000
"53900",0
"53901",10685
"53902",26455
"53903",18640
"53904",24808.1190716448
"53905",29791.8809283552
"53906",34870
"53907",26144.6899055919
"53908",27091.4335511983
"53909",18393.8765432099
"53910",30820
"53911",0
"53912",40
"53913",36080
"53914",4221.4628975265
"53915",25758.5371024735
"53916",14150.6352683461
"53917",13279.3647316539
"53918",26237.0676913982
"53919",8762.93230860183
"53920",19310
"53921",22894.1772151899
"53922",30435.8227848101
"53923",39924.8543833581
"53924",31355.0208023774
"53925",2290.12481426449
"53926",3205
"53927",23885
"53928",3010
"53929",49689.5843952166
"53930",6140.41560478338
"53931",18966.6514806378
"53932",12813.3485193622
"53933",13390
"53934",16590
"53935",65690
"53936",15170
"53937",54092.7902550438
"53938",4337.20974495622
"53939",31196.9963592233
"53940",2253.0036407767
"53941",36087.6265439574
"53942",32769.3400339065
"53943",14433.0334221361
"53944",19637.3979984604
"53945",9202.60200153965
"53946",5460
"53947",19340
"53948",38280
"53949",15150
"53950",13450
"53951",19231.2531425256
"53952",35378.7468574744
"53953",22670
"53954",41322.6067907996
"53955",24548.0832420591
"53956",2939.30996714129
"53957",19170
"53958",31120
"53959",13010
"53960",14816.2465245598
"53961",6993.75347544022
"53962",15910
"53963",30460
"53964",23897.4891961971
"53965",24042.5108038029
"53966",5605
"53967",34847.0020569078
"53968",18296.9609187521
"53969",12871.0370243401
"53970",0
"53971",16400
"53972",68000
"53973",22390
"53974",25000
"53975",17654.2268803946
"53976",29975.7731196054
"53977",22384.6397493909
"53978",34755.3602506091
"53979",25076.7508488964
"53980",25553.2491511036
"53981",26448.9771490751
"53982",16321.0228509249
"53983",24054.5851528384
"53984",9475.41484716157
"53985",25270
"53986",41510
"53987",43216.3238644995
"53988",38323.6761355005
"53989",0
"53990",39550
"53991",17991.2054794521
"53992",4290
"53993",1418.79452054795
"53994",0
"53995",0
"53996",870
"53997",35980
"53998",0
"53999",12645
"54000",525
"54001",83427.6949675497
"54002",17062.3050324503
"54003",0
"54004",0
"54005",13940
"54006",24460
"54007",8750
"54008",11788.1021437579
"54009",26601.8978562421
"54010",12180
"54011",8130
"54012",16866.4191315293
"54013",15153.5808684707
"54014",20388.0962343096
"54015",15451.9037656904
"54016",12515
"54017",16455
"54018",37326.803343949
"54019",16083.196656051
"54020",360
"54021",360
"54022",28772.6035087719
"54023",18320.0561403509
"54024",4914.63859649123
"54025",6232.70175438596
"54026",20422.2712238148
"54027",15654.6968026461
"54028",0
"54029",783.03197353914
"54030",10400
"54031",12340
"54032",3567.75280898876
"54033",16882.2471910112
"54034",10266.015625
"54035",8963.984375
"54036",30048.0584890333
"54037",21041.9415109667
"54038",19250
"54039",21576.1142162819
"54040",4799.38517618469
"54041",16394.5006075334
"54042",18040
"54043",16870
"54044",19960
"54045",44548.8907257398
"54046",17931.1092742602
"54047",19628.8822947577
"54048",43571.1177052423
"54049",14351.0210696921
"54050",12668.9789303079
"54051",15500
"54052",4238.98115047124
"54053",32981.0188495288
"54054",61150
"54055",19071.4624808576
"54056",21742.3353751914
"54057",13996.202143951
"54058",52641.3008130081
"54059",7758.69918699187
"54060",17240
"54061",4039.82117310444
"54062",18060.1788268956
"54063",17020
"54064",13021.0973502304
"54065",23478.9026497696
"54066",200
"54067",25280
"54068",0
"54069",0
"54070",11930.0510915002
"54071",32469.9489084998
"54072",26376.9501915709
"54073",27703.0498084291
"54074",33180
"54075",90
"54076",90
"54077",30530.5071664829
"54078",15705.1157662624
"54079",11344.3770672547
"54080",31845.4640417838
"54081",19994.5359582162
"54082",470
"54083",27208.1918888472
"54084",17642.0409312805
"54085",15429.7671798723
"54086",21986.3905325444
"54087",3463.60946745562
"54088",5045
"54089",5045
"54090",19256.1905899212
"54091",26563.8094100788
"54092",10520
"54093",24800
"54094",20627.4712643678
"54095",39702.5287356322
"54096",17659.4710518339
"54097",17400.5289481661
"54098",0
"54099",0
"54100",30550
"54101",34520
"54102",28425.3344481605
"54103",20934.6655518395
"54104",10836.113179449
"54105",16063.886820551
"54106",16215.4397204426
"54107",10424.5602795574
"54108",34451.8085495068
"54109",3848.19145049324
"54110",12117.6428159261
"54111",22882.3571840739
"54112",16330
"54113",24290.7317767654
"54114",46009.2682232346
"54115",48432.741046832
"54116",20797.258953168
"54117",12650
"54118",29120
"54119",2940
"54120",12380
"54121",27192.4889867841
"54122",16737.5110132159
"54123",24030
"54124",20770
"54125",18390
"54126",38680
"54127",27296.5160493827
"54128",17813.4839506173
"54129",40160
"54130",12190
"54131",8490
"54132",15322.0949263502
"54133",22477.9050736498
"54134",39829.4322885866
"54135",32630.5677114134
"54136",11900
"54137",1310
"54138",25730
"54139",42832.3409152451
"54140",8107.65908475494
"54141",29250
"54142",12985.6559766764
"54143",22934.3440233236
"54144",1140
"54145",22202.2412922766
"54146",17417.7587077234
"54147",16160
"54148",23840.2499177902
"54149",10499.7500822098
"54150",30790
"54151",19100
"54152",16972.3250094589
"54153",10857.6749905411
"54154",19380
"54155",10220
"54156",11930
"54157",21160
"54158",45970
"54159",30930
"54160",79680
"54161",0
"54162",8509.44331572532
"54163",16600.5566842747
"54164",21756.3215859031
"54165",31693.6784140969
"54166",13980
"54167",11876.8384663733
"54168",22843.1615336266
"54169",15350
"54170",5124.66517231718
"54171",40155.3348276828
"54172",15346.6666666667
"54173",96.6666666666667
"54174",96.6666666666667
"54175",23610
"54176",27967.0429874077
"54177",78251.8402084238
"54178",14901.1168041685
"54179",22803.5831960461
"54180",39416.4168039539
"54181",54190
"54182",15796.3259170174
"54183",21193.6740829826
"54184",39260
"54185",12395
"54186",16375
"54187",0
"54188",0
"54189",0
"54190",21420
"54191",25555.7807697937
"54192",46394.2192302064
"54193",35230
"54194",13730
"54195",16320
"54196",13792.7573719607
"54197",640
"54198",2807.24262803932
"54199",49110.2970679012
"54200",30
"54201",5979.70293209876
"54202",27088.2068328717
"54203",32131.7931671283
"54204",53600
"54205",16905.5188839741
"54206",13464.4811160259
"54207",11030
"54208",18701.2894736842
"54209",16898.7105263158
"54210",21205.5845181675
"54211",30584.4154818325
"54212",13353.2103321033
"54213",14686.7896678967
"54214",5505.22196261682
"54215",23804.7780373832
"54216",11570
"54217",4128.88208269525
"54218",22111.1179173047
"54219",12610
"54220",11890
"54221",17770
"54222",0
"54223",0
"54224",22101.8727623244
"54225",24478.1272376756
"54226",24020
"54227",21467.1936989498
"54228",21592.8063010502
"54229",15995.3724291273
"54230",21734.6275708727
"54231",1505.72511470178
"54232",50194.2748852982
"54233",59920.3315745293
"54234",28339.6684254707
"54235",29270
"54236",13633.4164588529
"54237",24866.5835411471
"54238",13791.844099603
"54239",15328.155900397
"54240",42200
"54241",970
"54242",0
"54243",14400
"54244",9390
"54245",13242.1385637456
"54246",19357.8614362544
"54247",29322.7555555556
"54248",32337.2444444444
"54249",18000.7087456539
"54250",20569.2912543461
"54251",0
"54252",22611.0376060537
"54253",24898.9623939463
"54254",0
"54255",3700
"54256",38617.9516994633
"54257",32442.0483005367
"54258",37930
"54259",8180
"54260",97820
"54261",5667.31086657497
"54262",23352.689133425
"54263",19676.8301139178
"54264",1013.16988608222
"54265",26903.5430240395
"54266",19206.4569759605
"54267",15158.7530966144
"54268",9091.24690338563
"54269",13341.9907407407
"54270",7974.21052631579
"54271",21543.7987329435
"54272",12384.6928586933
"54273",37445.3071413067
"54274",31207.0045355946
"54275",21472.9954644054
"54276",0
"54277",43580
"54278",34004.9671772429
"54279",3875.03282275711
"54280",12630.3571428571
"54281",2329.64285714286
"54282",44200
"54283",7210
"54284",30300
"54285",0
"54286",27750
"54287",11560
"54288",18054.5953620445
"54289",25805.4046379555
"54290",26795
"54291",345
"54292",17750
"54293",24464.6631624115
"54294",24185.3368375885
"54295",18596.2815479529
"54296",18183.7184520471
"54297",5685
"54298",5685
"54299",21641.2586909614
"54300",21568.7413090386
"54301",14026.8626692456
"54302",21826.4603481625
"54303",17626.6769825919
"54304",26540
"54305",2613.85069535555
"54306",40746.1493046445
"54307",9980
"54308",23570
"54309",15710
"54310",36410
"54311",11490.0309597523
"54312",28849.9690402477
"54313",25530
"54314",5356.14285714286
"54315",17687.7714285714
"54316",23106.0857142857
"54317",19969.5668316832
"54318",4120.43316831683
"54319",22370
"54320",19670
"54321",6054.71534950757
"54322",36885.2846504924
"54323",37694.2168674699
"54324",13085.7831325301
"54325",22565
"54326",6965
"54327",204410
"54328",18005
"54329",35
"54330",44964.541644132
"54331",13116.8199026501
"54332",18668.638453218
"54333",10420
"54334",21114.0265832682
"54335",4555.97341673182
"54336",0
"54337",0
"54338",31833.5871848739
"54339",9166.41281512605
"54340",18235
"54341",6045
"54342",12020
"54343",10426.4931610942
"54344",17043.5068389058
"54345",19980
"54346",17076.1934900543
"54347",16193.8065099458
"54348",28129.7175362887
"54349",380.282463711259
"54350",27104.3417784401
"54351",35465.6582215599
"54352",95650
"54353",0
"54354",20639.8494143893
"54355",16460.1505856107
"54356",36168.2699943278
"54357",39561.7300056721
"54358",17100
"54359",48034.6378517171
"54360",48895.3621482829
"54361",11740
"54362",9490
"54363",21333.7407797682
"54364",27616.2592202318
"54365",44440
"54366",1640
"54367",18590
"54368",15070
"54369",24850
"54370",0
"54371",1897.61354888376
"54372",32102.3864511162
"54373",34374.435196195
"54374",35285.564803805
"54375",28342.9577464789
"54376",29497.0422535211
"54377",16699.9282920469
"54378",16270.0717079531
"54379",17090
"54380",15750
"54381",34340
"54382",12378.2822523165
"54383",12641.7177476835
"54384",22553.0029154519
"54385",10086.9970845481
"54386",18645.3520606173
"54387",37404.6479393827
"54388",58735.9140530237
"54389",6904.08594697626
"54390",11606.0416666667
"54391",14078.125
"54392",7045.83333333333
"54393",20218.7813241889
"54394",2199.05302031126
"54395",17092.1656554999
"54396",35399.2634872315
"54397",22740.7365127685
"54398",26490
"54399",22313.7528546054
"54400",18436.2471453946
"54401",21920
"54402",29708.2412714956
"54403",14155
"54404",23607.8009379885
"54405",4378.95779051589
"54406",0
"54407",20274.8425806452
"54408",19995.1574193548
"54409",12722.8654173765
"54410",17757.1345826235
"54411",19797.934675835
"54412",22212.065324165
"54413",2100
"54414",14940
"54415",31620
"54416",40008.9733982765
"54417",43851.0266017235
"54418",21530
"54419",34762.7885287946
"54420",9877.21147120541
"54421",16340
"54422",27590
"54423",11100
"54424",23030
"54425",24830.7055214724
"54426",32579.2944785276
"54427",19170
"54428",38540
"54429",4385
"54430",1165
"54431",0
"54432",20405
"54433",35
"54434",22510
"54435",15553.6341529316
"54436",23446.3658470684
"54437",50088.0451821116
"54438",41091.9548178884
"54439",15485.359317905
"54440",27034.640682095
"54441",26963.7898439217
"54442",20176.2101560783
"54443",13690
"54444",0
"54445",16090
"54446",23900
"54447",8328.94929953302
"54448",8421.05070046698
"54449",17062.3456386802
"54450",15417.6543613198
"54451",47010
"54452",32390
"54453",7960
"54454",138050
"54455",2830
"54456",0
"54457",0
"54458",5547.48671222475
"54459",48772.5132877752
"54460",15854.2295918367
"54461",3775.77040816327
"54462",48239.6179401993
"54463",20090.3820598007
"54464",15345.502283105
"54465",9594.49771689498
"54466",12764.8175182482
"54467",20405.1824817518
"54468",1440
"54469",1440
"54470",1440
"54471",28010
"54472",18160
"54473",0
"54474",3103.32472209175
"54475",133786.675277908
"54476",12500
"54477",22860
"54478",36670
"54479",38340
"54480",43724.9031933618
"54481",24190.3469952225
"54482",19424.7498114156
"54483",0
"54484",24380
"54485",13440
"54486",12091.5462560863
"54487",66888.4537439137
"54488",37808.8097043215
"54489",3001.19029567854
"54490",13480
"54491",31380
"54492",35644.8266737232
"54493",16565.1733262768
"54494",20900
"54495",13710
"54496",23959.7968457632
"54497",96840.2031542368
"54498",12510
"54499",22440
"54500",25410
"54501",23226.8651911469
"54502",14810.7364185111
"54503",13222.3983903421
"54504",18553.0465116279
"54505",15926.9534883721
"54506",48138.5597331716
"54507",36241.4402668284
"54508",30733.0633466896
"54509",25126.9366533104
"54510",0
"54511",14930
"54512",22220
"54513",14384.1176470588
"54514",16965.8823529412
"54515",17215.2522590361
"54516",9414.74774096386
"54517",11560
"54518",61586.9134746922
"54519",5023.0865253078
"54520",7775
"54521",1775
"54522",24029.5183673469
"54523",18477.8710204082
"54524",9259.6506122449
"54525",11672.96
"54526",19834.7903701277
"54527",14335.2096298723
"54528",23110
"54529",19930
"54530",21186.9041708044
"54531",20463.0958291956
"54532",31512.0114942529
"54533",19717.9885057471
"54534",16350
"54535",21019.4257788638
"54536",106420.574221136
"54537",23990
"54538",60006.4731020613
"54539",44543.5268979387
"54540",27525.6376101861
"54541",21307.4946131244
"54542",6716.86777668952
"54543",29745.763546798
"54544",6154.23645320197
"54545",0
"54546",26639.6303501946
"54547",21330.3696498054
"54548",0
"54549",46850
"54550",33470
"54551",0
"54552",26645.6240208877
"54553",22825.8328981723
"54554",9838.54308093995
"54555",14170
"54556",12114.0434380776
"54557",11605.9565619224
"54558",16118.4911930874
"54559",15011.5088069126
"54560",11489.6228710462
"54561",19000.3771289538
"54562",31500
"54563",0
"54564",18738.2035928144
"54565",9201.79640718563
"54566",34190
"54567",15200
"54568",14864.6946054391
"54569",18494.3780650914
"54570",11810.9273294695
"54571",50470
"54572",3495
"54573",19155
"54574",8427.81659388646
"54575",15192.1834061135
"54576",19640
"54577",17870
"54578",25573.3522324592
"54579",18076.6477675408
"54580",22895.6180212932
"54581",18554.3819787068
"54582",44140
"54583",34090
"54584",20433.520938917
"54585",18236.479061083
"54586",28280
"54587",42292.7803974402
"54588",23917.2196025598
"54589",18014.1986172219
"54590",14815.8013827781
"54591",47050
"54592",86373.8314644166
"54593",48456.1685355834
"54594",15230
"54595",18020
"54596",12770
"54597",7389.87012987013
"54598",17350.1298701299
"54599",13770
"54600",23550
"54601",28146.3423110339
"54602",5253.41442224153
"54603",15760.2432667246
"54604",19470
"54605",19475
"54606",1745
"54607",17475.1590330789
"54608",15034.8409669211
"54609",12210
"54610",34932.6805177112
"54611",16017.3194822888
"54612",69254.911881751
"54613",5435.088118249
"54614",29303.8045997504
"54615",29566.1954002496
"54616",16610
"54617",0
"54618",46741.2667506586
"54619",23796.5467873096
"54620",24812.1864620318
"54621",16598.7182741117
"54622",18171.2817258883
"54623",28020
"54624",0
"54625",12230
"54626",10850
"54627",60775
"54628",775
"54629",16714.8331332533
"54630",26365.1668667467
"54631",19740
"54632",24560
"54633",17925.7153633392
"54634",9117.72190093035
"54635",13926.5627357304
"54636",20680
"54637",24870.5545392179
"54638",15034.9108163732
"54639",19834.5346444089
"54640",23541.8680013573
"54641",171768.131998643
"54642",24964.1858518208
"54643",1565.81414817915
"54644",22500
"54645",17202.0418470418
"54646",4447.95815295815
"54647",21060
"54648",21177.0224485554
"54649",29082.9775514446
"54650",0
"54651",19441.9368421053
"54652",16508.0631578947
"54653",9728.85245901639
"54654",20511.1475409836
"54655",61100
"54656",16024.8151062156
"54657",67905.1848937844
"54658",17073.2735604702
"54659",8464.0286909743
"54660",26522.6977485555
"54661",27720
"54662",0
"54663",7797.5992192583
"54664",10612.4007807417
"54665",111290
"54666",38805.3977272727
"54667",13644.6022727273
"54668",14710
"54669",17560
"54670",30930
"54671",13220
"54672",26796.5508684864
"54673",10313.4491315136
"54674",2010
"54675",73766.4649591894
"54676",0
"54677",41203.5350408106
"54678",22383.4308510638
"54679",22146.5691489362
"54680",9340
"54681",24943.6622179854
"54682",26212.1210676835
"54683",0
"54684",15554.2167143311
"54685",23560
"54686",24444.4436619718
"54687",9965.55633802817
"54688",22850
"54689",20329.2254458344
"54690",18440.7745541656
"54691",29990
"54692",14714.0120627262
"54693",28175.9879372738
"54694",79060
"54695",6987.32049036778
"54696",34572.6795096322
"54697",11960
"54698",16910
"54699",33378.6356112556
"54700",7524.42421376212
"54701",0
"54702",2866.94017498227
"54703",4570
"54704",6095.45032589374
"54705",24748.648034762
"54706",22325.9016393443
"54707",13244.7986577181
"54708",13605.2013422819
"54709",30853.6786505367
"54710",31916.3213494633
"54711",20535.1919561243
"54712",17714.8080438757
"54713",12471.7371388302
"54714",11388.2628611698
"54715",22610
"54716",19850
"54717",2510
"54718",6330
"54719",6330
"54720",18041.3394362804
"54721",16465.3143820766
"54722",8533.34618164298
"54723",13027.9904761905
"54724",9752.00952380952
"54725",46656.2510004802
"54726",27243.7489995198
"54727",56698.5706695005
"54728",32331.4293304995
"54729",0
"54730",15830
"54731",3160
"54732",23330
"54733",8630
"54734",42953.1894659839
"54735",12076.8105340161
"54736",12630
"54737",5215.78129538193
"54738",37964.2187046181
"54739",15720
"54740",16110
"54741",28207.2396129767
"54742",9682.76038702333
"54743",13694.9961508853
"54744",13465.0038491147
"54745",18670
"54746",24388.6734693878
"54747",14481.3265306122
"54748",0
"54749",15720
"54750",16080
"54751",19722.3764705882
"54752",23447.6235294118
"54753",60
"54754",38850
"54755",22610
"54756",1920
"54757",20069.3535353535
"54758",30980.6464646465
"54759",27222.8999464955
"54760",-2342.89994649545
"54761",23119.1772151899
"54762",16000.8227848101
"54763",32550
"54764",6935
"54765",31265
"54766",14470.2545885139
