"","x"
"6045",12124.5514038421
"6046",36755.4485961579
"6047",0
"6048",30991.8822090178
"6049",28858.1177909822
"6050",9050
"6051",33499.122625929
"6052",23400.877374071
"6053",29380
"6054",9771.42411236832
"6055",15888.5758876317
"6056",37290
"6057",7627.21544715447
"6058",18852.7845528455
"6059",36474.3804537522
"6060",98945.6195462478
"6061",28853.5212859475
"6062",56626.4787140525
"6063",30926.9826839827
"6064",27663.0173160173
"6065",26510
"6066",230722.026832199
"6067",19667.9731678014
"6068",24343.4482758621
"6069",15616.5517241379
"6070",19861.8549422336
"6071",16008.1450577664
"6072",20832.4705751721
"6073",17331.6222518321
"6074",14365.9071729958
"6075",7800.25652841782
"6076",39270.6359447005
"6077",22529.1075268817
"6078",12070
"6079",16573.9365671642
"6080",4936.06343283582
"6081",1735.81115017579
"6082",19864.1888498242
"6083",23290.4448105437
"6084",17009.5551894563
"6085",11912.1896660365
"6086",24130.56815795
"6087",13977.2421760134
"6088",10230
"6089",13678.8510638298
"6090",26431.1489361702
"6091",10950
"6092",23615
"6093",7465
"6094",2381.97483797179
"6095",34808.0251620282
"6096",21925.3527751646
"6097",174.647224835372
"6098",24500
"6099",0
"6100",22760
"6101",30310
"6102",24281.1530815109
"6103",19028.8469184891
"6104",14790
"6105",5975.54077253219
"6106",18154.4592274678
"6107",23260
"6108",30497.3556283399
"6109",29862.6443716601
"6110",19635.0659898477
"6111",1284.93401015228
"6112",24880
"6113",4760
"6114",11621.9690721649
"6115",7798.03092783505
"6116",3432.77173913043
"6117",209647.22826087
"6118",47940.1832460733
"6119",22669.8167539267
"6120",0
"6121",9420
"6122",9420
"6123",19708.5891998869
"6124",17931.4108001131
"6125",19686.0821780942
"6126",33846.172099413
"6127",15060.6219557887
"6128",16727.1237667041
"6129",65668.5895627645
"6130",18591.4104372355
"6131",25934.9958391123
"6132",11255.0041608877
"6133",33785
"6134",4575
"6135",14570
"6136",24288.3489254109
"6137",20081.6510745891
"6138",0
"6139",0
"6140",23681.9333068678
"6141",28578.0666931322
"6142",8900
"6143",46679.6208883107
"6144",8990.37911168928
"6145",13090
"6146",16010
"6147",22120
"6148",8504.36114732725
"6149",23275.6388526727
"6150",0
"6151",26949.376899696
"6152",23860.623100304
"6153",20480
"6154",22980.9871031746
"6155",20349.0128968254
"6156",35502.1052631579
"6157",9337.8947368421
"6158",24015.9524452851
"6159",14164.0475547149
"6160",12631.6666666667
"6161",9075
"6162",1293.33333333333
"6163",0
"6164",0
"6165",10273.9285714286
"6166",9796.07142857143
"6167",12350
"6168",29099.0982414386
"6169",33584.7362157874
"6170",18876.165542774
"6171",62474.7940768163
"6172",66905.2059231837
"6173",39504.5750060197
"6174",4245.42499398025
"6175",24441.1709467229
"6176",37888.8290532771
"6177",29550
"6178",0
"6179",12241.7917675545
"6180",17448.2082324455
"6181",40291.1682723186
"6182",38728.8317276814
"6183",23192.9884032114
"6184",33107.0115967886
"6185",7991.12510154346
"6186",29838.8748984565
"6187",0
"6188",19726.0543657331
"6189",26613.9456342669
"6190",0
"6191",0
"6192",17465.3913043478
"6193",14494.6086956522
"6194",70107.6747037188
"6195",76352.3252962812
"6196",10040
"6197",29580
"6198",29762.459374454
"6199",33427.540625546
"6200",13630
"6201",15824.282115869
"6202",33255.717884131
"6203",19330
"6204",17220
"6205",16340
"6206",53960.0080775444
"6207",50799.9919224556
"6208",44811.1077064501
"6209",17818.8922935499
"6210",15694.7399011915
"6211",20405.2600988085
"6212",23752.1263289556
"6213",42587.8736710444
"6214",19130
"6215",5092.32914665682
"6216",24231.0953084595
"6217",3086.57554488363
"6218",43332.6151154654
"6219",32237.3848845346
"6220",29514.1346992153
"6221",19815.8653007847
"6222",15391.0140605028
"6223",9198.98593949723
"6224",18995.0060096154
"6225",18704.9939903846
"6226",75800
"6227",0
"6228",21350
"6229",39312.4438902743
"6230",25377.5561097257
"6231",30436.1977689544
"6232",24113.8022310456
"6233",0
"6234",14820
"6235",5030.91036414566
"6236",4380
"6237",6499.08963585434
"6238",30630
"6239",3370
"6240",28630
"6241",184984.227290101
"6242",33615.7727098993
"6243",29160
"6244",30176.3390716932
"6245",14813.6609283068
"6246",14478.7673830594
"6247",10001.2326169406
"6248",19531.000959386
"6249",13988.999040614
"6250",17920
"6251",28463.9386189258
"6252",20136.0613810742
"6253",0
"6254",15620
"6255",34130.7933398629
"6256",19169.2066601371
"6257",30270
"6258",16350
"6259",37330
"6260",10261.7824138897
"6261",21848.2175861103
"6262",23220.0062227754
"6263",30469.9937772246
"6264",23870
"6265",1215.17094017094
"6266",6570
"6267",17104.8290598291
"6268",12484.9918910152
"6269",19405.0081089848
"6270",70075.2744380554
"6271",33724.7255619446
"6272",0
"6273",19030
"6274",22794.8075796054
"6275",35775.1924203946
"6276",22880
"6277",48870
"6278",10348.9823829393
"6279",18066.6063977747
"6280",16754.411219286
"6281",17530
"6282",5259.17637605464
"6283",21000.8236239454
"6284",16370
"6285",0
"6286",16760
"6287",22180
"6288",111540.066622252
"6289",59939.9333777482
"6290",17321.5972222222
"6291",10088.4027777778
"6292",30405.2526215443
"6293",14964.7473784557
"6294",51301.6709129512
"6295",48278.3290870488
"6296",0
"6297",4995.28657616893
"6298",32854.7134238311
"6299",20740
"6300",21860
"6301",34825.8641332639
"6302",12224.1358667361
"6303",14350
"6304",21190
"6305",40
"6306",14680
"6307",19930
"6308",22437.6060764798
"6309",21132.3939235202
"6310",30820
"6311",0
"6312",18804.4357976654
"6313",7965.56420233463
"6314",37330
"6315",14610
"6316",22047.4285714286
"6317",20432.5714285714
"6318",13269.9412030755
"6319",8890.05879692447
"6320",18310
"6321",10122.0944309927
"6322",13607.9055690073
"6323",18756.7664319249
"6324",20173.2335680751
"6325",17890
"6326",21395
"6327",5195
"6328",23993.7360594796
"6329",32456.2639405204
"6330",26840
"6331",19817.3625030555
"6332",24752.6374969445
"6333",14140
"6334",25024.3105950653
"6335",24745.6894049347
"6336",24091.7456359102
"6337",6278.25436408978
"6338",0
"6339",20654.5221889464
"6340",17315.4778110536
"6341",3250
"6342",36740
"6343",18506.3957545798
"6344",3317.09217795871
"6345",16906.5120674615
"6346",64071.0034974442
"6347",6408.99650255582
"6348",21930
"6349",54887.2298481308
"6350",21642.7701518692
"6351",16320
"6352",21924.7930910399
"6353",9975.20690896006
"6354",201166.460435726
"6355",0
"6356",19053.5395642743
"6357",22380
"6358",46620
"6359",13930
"6360",17150
"6361",12141.8655097614
"6362",27138.1344902386
"6363",15460
"6364",42286.4614410357
"6365",104543.538558964
"6366",23450
"6367",25940
"6368",18721.7366896052
"6369",24481.6063020645
"6370",7586.92502716407
"6371",11839.7319811662
"6372",22810
"6373",35577.966323667
"6374",19912.033676333
"6375",32754.9702428824
"6376",32266.380891105
"6377",25018.6488660125
"6378",0
"6379",20010
"6380",65155
"6381",1165
"6382",0
"6383",14590
"6384",9670
"6385",32480
"6386",79290
"6387",0
"6388",19105.5426008969
"6389",5094.45739910314
"6390",35612.9331913761
"6391",43417.0668086239
"6392",8520
"6393",32370
"6394",1700
"6395",22980
"6396",6996.62582950485
"6397",16743.3741704951
"6398",0
"6399",20659.118852459
"6400",12910.881147541
"6401",0
"6402",14540
"6403",24385.733002033
"6404",21494.266997967
"6405",13281.077170418
"6406",13121.3344051447
"6407",7707.5884244373
"6408",15650
"6409",23490
"6410",20888.9013296011
"6411",23531.0986703989
"6412",12610
"6413",21897.7720207254
"6414",14622.2279792746
"6415",22440
"6416",17170
"6417",20072.3305670816
"6418",9757.6694329184
"6419",9630
"6420",11900
"6421",69937.5855130785
"6422",3782.41448692153
"6423",17367.0896888347
"6424",18302.9103111653
"6425",68780
"6426",14890
"6427",25430
"6428",12480
"6429",24500.0547495209
"6430",23349.9452504791
"6431",13850.3694220922
"6432",17119.6305779078
"6433",37380
"6434",0
"6435",18670
"6436",26797.4749413521
"6437",21642.5250586479
"6438",46140
"6439",14418.8059701493
"6440",2771.19402985075
"6441",14310
"6442",0
"6443",0
"6444",38805.2296819788
"6445",21534.7703180212
"6446",0
"6447",27790
"6448",0
"6449",0
"6450",9090
"6451",24856.3102206213
"6452",9283.68977937866
"6453",5615
"6454",18255
"6455",19781.6819012797
"6456",16848.3180987203
"6457",0
"6458",26792.9411764706
"6459",4087.05882352941
"6460",31221.3719862227
"6461",31946.4867967853
"6462",9012.14121699196
"6463",24180
"6464",34678.9210459507
"6465",10211.0789540493
"6466",15073.6402408429
"6467",6446.35975915705
"6468",15644.1205673759
"6469",7125.87943262411
"6470",20760
"6471",13380
"6472",12014.2650231125
"6473",20555.7349768875
"6474",39375.7460918996
"6475",26594.2539081004
"6476",19639.4244128349
"6477",13860.5755871651
"6478",17190
"6479",27380
"6480",23313.6
"6481",9066.4
"6482",24543.7895927602
"6483",23406.2104072398
"6484",20680
"6485",71222.2918987745
"6486",54547.7081012255
"6487",20800
"6488",31539.2303351766
"6489",60300.7696648234
"6490",22018.5823938594
"6491",22391.4176061406
"6492",0
"6493",30020
"6494",56350
"6495",19800
"6496",16070
"6497",20375
"6498",4775
"6499",36320
"6500",19911.223495702
"6501",19838.776504298
"6502",17980
"6503",51404.5970816353
"6504",27385.4029183647
"6505",3595
"6506",3595
"6507",27156.8753703338
"6508",25063.1246296662
"6509",11500
"6510",8720
"6511",17149.298245614
"6512",11480.701754386
"6513",64774.1414646338
"6514",18785.8585353662
"6515",15770
"6516",0
"6517",148100
"6518",16554.1274536166
"6519",18645.8725463834
"6520",22479.7355634461
"6521",36500.2644365539
"6522",20282.4907172171
"6523",35097.5092827829
"6524",0
"6525",23588.9292839725
"6526",23041.0707160275
"6527",33870.544239338
"6528",31619.455760662
"6529",41021.8411420205
"6530",17118.1588579795
"6531",25384.6751900484
"6532",34585.3248099516
"6533",113103.250198992
"6534",45466.7498010082
"6535",0
"6536",33013.9950101357
"6537",34736.0049898643
"6538",17380
"6539",22040
"6540",21390.0078472404
"6541",18209.9921527596
"6542",43493.4049876607
"6543",37806.5950123393
"6544",775
"6545",59675
"6546",80075.3660571631
"6547",217034.633942837
"6548",15280
"6549",0
"6550",36430
"6551",16827.4776785714
"6552",1132.52232142857
"6553",27660
"6554",18873.8711367208
"6555",1580
"6556",2126.1288632792
"6557",20470
"6558",2730
"6559",17029.6188850967
"6560",59710.3811149033
"6561",16450
"6562",28390
"6563",8590
"6564",4170
"6565",19338.4792038785
"6566",21081.5207961215
"6567",10092.875399361
"6568",20527.124600639
"6569",16440.060851927
"6570",22619.939148073
"6571",5358.5740236149
"6572",24221.4259763851
"6573",29561.1623388094
"6574",28828.8376611906
"6575",76650
"6576",3362.23123732252
"6577",21377.7687626775
"6578",1146.55893536122
"6579",16833.4410646388
"6580",17920
"6581",38478.7703162404
"6582",55521.2296837596
"6583",35318.3595630439
"6584",33621.6404369561
"6585",21959.4892086331
"6586",22830.5107913669
"6587",28551.5810906516
"6588",30929.9946883853
"6589",488.424220963173
"6590",10130.9580838323
"6591",19409.0419161677
"6592",17399.7652016857
"6593",17920.2347983143
"6594",9400.65321100917
"6595",17909.3467889908
"6596",18299.4295900178
"6597",18980.5704099822
"6598",8620
"6599",28969.3826027083
"6600",16270.6173972917
"6601",21600
"6602",19590.6312521559
"6603",9489.36874784408
"6604",48620
"6605",14414.26987061
"6606",14445.73012939
"6607",0
"6608",27350
"6609",3864.66134185304
"6610",28565.338658147
"6611",15990
"6612",19306.7387192651
"6613",18863.2612807349
"6614",30759.7505197505
"6615",8800.24948024948
"6616",12014.0268456376
"6617",33325.9731543624
"6618",5770
"6619",26001.8698060942
"6620",27908.1301939058
"6621",82890
"6622",17780
"6623",21400
"6624",0
"6625",17250
"6626",5809.35996738687
"6627",19600.6400326131
"6628",19009.958041958
"6629",25750.041958042
"6630",25774.0675675676
"6631",3945.93243243243
"6632",38788.1225011994
"6633",28001.8774988006
"6634",0
"6635",31531.132209154
"6636",36308.867790846
"6637",0
"6638",3018.59154929577
"6639",25080
"6640",23581.4084507042
"6641",31958.3965330444
"6642",35081.6034669556
"6643",18566.7072706509
"6644",18866.794822992
"6645",13426.4979063571
"6646",46920.8130081301
"6647",34479.1869918699
"6648",11560.4159260576
"6649",17279.5840739424
"6650",47500
"6651",16637.0553359684
"6652",15352.9446640316
"6653",22801.5838926175
"6654",17778.4161073825
"6655",25934.0320855615
"6656",35505.9679144385
"6657",3020
"6658",27500
"6659",18780
"6660",9270
"6661",9240
"6662",10425.7853630315
"6663",25544.2146369685
"6664",0
"6665",3524.99587118084
"6666",24745.0041288192
"6667",11340
"6668",10369.0451324133
"6669",25120.9548675867
"6670",18153.8205817648
"6671",24236.1794182352
"6672",10043.300589391
"6673",23736.699410609
"6674",4544.04968944099
"6675",29325.950310559
"6676",26477.0422535211
"6677",19472.1987509184
"6678",26477.8012490816
"6679",21530.7074235808
"6680",5869.29257641921
"6681",5050
"6682",6770
"6683",17549.4686756542
"6684",5280.53132434576
"6685",27329.9291938998
"6686",10540.0708061002
"6687",5963.49000844357
"6688",32076.5099915564
"6689",22170
"6690",18970
"6691",56330
"6692",0
"6693",20510
"6694",18735.1016088061
"6695",5094.8983911939
"6696",30686.5832614323
"6697",17213.4167385677
"6698",17156.4776119403
"6699",30083.5223880597
"6700",28440
"6701",47510
"6702",19540
"6703",17776.6943042538
"6704",51633.3056957462
"6705",7450
"6706",2100
"6707",25966.3608870968
"6708",25243.6391129032
"6709",37308.4189508078
"6710",22231.5810491922
"6711",15790
"6712",22480
"6713",22986.3341127566
"6714",19713.6658872434
"6715",24958.9670681506
"6716",44611.0329318494
"6717",38494.2216225333
"6718",22595.7783774667
"6719",11810
"6720",15270
"6721",1110
"6722",9133.52300242131
"6723",7896.47699757869
"6724",20730
"6725",29320
"6726",19699.7864506627
"6727",8490.21354933726
"6728",16503.9158043274
"6729",34906.0841956726
"6730",17636.8518121381
"6731",30683.1481878619
"6732",18670
"6733",27474.8760330578
"6734",16655.1239669421
"6735",22289.5191122072
"6736",19710.4808877928
"6737",25688.4996766545
"6738",26071.5003233455
"6739",18090
"6740",10430
"6741",61240
"6742",22430
"6743",11480
"6744",37780
"6745",0
"6746",24863.6944837341
"6747",11896.3055162659
"6748",9699.75550122249
"6749",24500.2444987775
"6750",40000
"6751",35007.8454172367
"6752",28532.1545827633
"6753",62999.6795252225
"6754",18769.8160237389
"6755",47170.5044510386
"6756",10456.1111111111
"6757",2523.88888888889
"6758",43880.7042590525
"6759",26099.2957409475
"6760",29437.4301204819
"6761",65442.5698795181
"6762",18532.5503355705
"6763",24517.4496644295
"6764",62920
"6765",1371.62162162162
"6766",19628.3783783784
"6767",38534.643099932
"6768",22155.356900068
"6769",18650
"6770",54770
"6771",21320.7772996235
"6772",28629.2227003765
"6773",12331.0691823899
"6774",9948.93081761006
"6775",15430.9392265193
"6776",1529.31629834254
"6777",36386.705801105
"6778",26453.0386740331
"6779",29730.2231075697
"6780",7953.203187251
"6781",13536.5737051793
"6782",12440
"6783",18063.3308660252
"6784",15486.6691339748
"6785",20248.1376209062
"6786",42341.8623790938
"6787",15701.8819938962
"6788",3998.11800610376
"6789",27490
"6790",8129.82025427444
"6791",17660.1797457256
"6792",18380
"6793",8317.5
"6794",8317.5
"6795",8152.5
"6796",8152.5
"6797",21490
"6798",49579.0816326531
"6799",33040.9183673469
"6800",4690
"6801",3400
"6802",17630
"6803",28250
"6804",28585.8412145346
"6805",12984.1587854654
"6806",20480.6827880512
"6807",20239.3172119488
"6808",24973.1782526373
"6809",22516.8217473627
"6810",25361.46105919
"6811",9048.53894080997
"6812",21230
"6813",37010
"6814",8191.33257403189
"6815",53278.6674259681
"6816",22201.2743268462
"6817",16658.7256731538
"6818",42470.4605263158
"6819",20005
"6820",0
"6821",26436.3842333954
"6822",26093.6157666046
"6823",0
"6824",0
"6825",18660
"6826",20528.1718281718
"6827",250
"6828",10711.8281718282
"6829",20740
"6830",3545
"6831",23285
"6832",15100
"6833",9510
"6834",27457.2113118617
"6835",18352.7886881383
"6836",28380
"6837",18692.2524449878
"6838",15957.7475550122
"6839",15710
"6840",16250
"6841",23643.2260141661
"6842",8216.77398583387
"6843",8245.08591065292
"6844",27834.9140893471
"6845",17606.4423353466
"6846",25363.5576646534
"6847",0
"6848",4592.49333979172
"6849",21769.2988617099
"6850",18378.2077984984
"6851",15007.1428571429
"6852",19992.8571428571
"6853",19859.6353913466
"6854",22760.3646086534
"6855",12120
"6856",12120
"6857",17605.8685241619
"6858",5424.13147583805
"6859",17500
"6860",8520
"6861",11470
"6862",30570
"6863",0
"6864",31028.5029069767
"6865",11581.4970930233
"6866",28620
"6867",3601.19402985075
"6868",14958.8059701493
"6869",40560
"6870",0
"6871",0
"6872",36590
"6873",10130
"6874",12430
"6875",10983.4188034188
"6876",12466.5811965812
"6877",28240
"6878",41260
"6879",21880
"6880",28080
"6881",5080
"6882",43884.3576500968
"6883",20335.6423499032
"6884",4520
"6885",19740
"6886",18707.4961095549
"6887",56632.5038904451
"6888",12957.3503808487
"6889",5032.64961915125
"6890",0
"6891",12790
"6892",10924.8843187661
"6893",23885.1156812339
"6894",18950
"6895",10086.6672396012
"6896",27173.3327603988
"6897",0
"6898",19210
"6899",34740
"6900",33321.7968620974
"6901",29808.2031379026
"6902",7910
"6903",25781.8898043254
"6904",16188.1101956746
"6905",21270
"6906",21704.7893569845
"6907",15515.2106430155
"6908",29900.6891211769
"6909",23939.3108788231
"6910",31220
"6911",15830
"6912",-119.239842726081
"6913",45609.2398427261
"6914",4500
"6915",20163.9204959883
"6916",6846.07950401167
"6917",6103.28237410072
"6918",20546.7176258993
"6919",19540
"6920",2404.18410041841
"6921",2645.81589958159
"6922",16315.6896126326
"6923",29574.3103873674
"6924",15000
"6925",0
"6926",28470
"6927",19166.5166130761
"6928",19933.4833869239
"6929",14950
"6930",8790
"6931",21415.3071153456
"6932",29594.6928846544
"6933",25117.9351535836
"6934",4332.06484641638
"6935",-10285.7142857143
"6936",11725.7142857143
"6937",40620
"6938",7500
"6939",9263.34141087776
"6940",12586.6585891222
"6941",37040
"6942",19300
"6943",0
"6944",25972.573816156
"6945",11057.426183844
"6946",12190
"6947",19960
"6948",27772.6126999515
"6949",15387.3873000485
"6950",4876.6302153432
"6951",57193.3697846568
"6952",24155
"6953",1355
"6954",20070
"6955",23257.6835921108
"6956",26382.3164078892
"6957",21919.5126835781
"6958",34491.134846462
"6959",3579.35246995995
"6960",12212.6622718053
"6961",10107.3377281947
"6962",21200
"6963",35827.0875785823
"6964",17462.9124214177
"6965",0
"6966",52330
"6967",31914.1813602015
"6968",17225.8186397985
"6969",4023.71445856019
"6970",13276.2855414398
"6971",0
"6972",19367.8645225796
"6973",40977.3246125646
"6974",7674.81086485586
"6975",42956.4295234922
"6976",52583.5704765078
"6977",34310
"6978",21210
"6979",17590
"6980",1562.02242846094
"6981",25547.9775715391
"6982",1230
"6983",25300
"6984",15953.0332681018
"6985",16291.4285714286
"6986",1835.53816046967
"6987",22686.0201660735
"6988",16623.9798339265
"6989",15340
"6990",1825
"6991",19591.270096463
"6992",1253.72990353698
"6993",24830
"6994",12870
"6995",0
"6996",26350
"6997",23795.5531864487
"6998",22754.4468135513
"6999",32932.5890435726
"7000",24257.4109564274
"7001",19940.7192778101
"7002",16169.2807221899
"7003",20680
"7004",18650
"7005",14732.966286025
"7006",30597.033713975
"7007",19836.4523589269
"7008",2773.54764107308
"7009",32408.5226039783
"7010",0
"7011",18841.5569620253
"7012",0
"7013",8389.92043399638
"7014",18210
"7015",93780
"7016",0
"7017",32319.842841427
"7018",36760.157158573
"7019",38019.4358041032
"7020",24610.5641958968
"7021",12696.4862298196
"7022",19753.5137701804
"7023",5206.15384615385
"7024",11713.8461538462
"7025",5342.57868233319
"7026",29597.4213176668
"7027",5775
"7028",24105
"7029",10910
"7030",23770
"7031",38580
"7032",0
"7033",26812.610247795
"7034",5577.38975220496
"7035",17923.1215469613
"7036",16006.8784530387
"7037",13203.9287247746
"7038",10146.0712752254
"7039",18513.7244348762
"7040",20136.2755651238
"7041",20064.0130932897
"7042",10675.9869067103
"7043",24400
"7044",40260
"7045",31133.0157261795
"7046",1636.98427382054
"7047",30316.4408130729
"7048",25103.5591869271
"7049",23405.2997045167
"7050",25684.7002954833
"7051",0
"7052",0
"7053",35615.236645447
"7054",13384.763354553
"7055",31020
"7056",17083.8288800455
"7057",11496.1711199545
"7058",0
"7059",37640
"7060",34534.0697674419
"7061",19755.9302325581
"7062",15760
"7063",18895
"7064",795
"7065",23740.9747961453
"7066",31909.0252038547
"7067",15734.0675324675
"7068",5665.93246753247
"7069",18968.9096573209
"7070",10011.0903426791
"7071",7691.2783810464
"7072",18188.7216189536
"7073",19909.0097768864
"7074",21410.9902231136
"7075",22253.9978094195
"7076",18586.0021905805
"7077",22370.0438654792
"7078",44417.9768709292
"7079",16771.9792635917
"7080",0
"7081",32230
"7082",16931.5728672986
"7083",18638.4271327014
"7084",53550
"7085",0
"7086",30550
"7087",27284.0597539543
"7088",7690
"7089",7335.94024604569
"7090",50411.314560083
"7091",30958.6854399169
"7092",30361.3757225434
"7093",26298.6242774566
"7094",9570
"7095",3320
"7096",12540
"7097",9520
"7098",14174.3183082916
"7099",5127.36783528102
"7100",6048.31385642738
"7101",43860
"7102",24083.513241703
"7103",6076.48675829702
"7104",18220
"7105",15650
"7106",28710
"7107",16980
"7108",9340
"7109",47123.5000633152
"7110",32256.4999366848
"7111",23595.189107413
"7112",6744.81089258699
"7113",23234.1494845361
"7114",22995.8505154639
"7115",20740
"7116",1160
"7117",21632.8103044496
"7118",22377.1896955504
"7119",16236.2896446313
"7120",8715.33817348109
"7121",14098.3721818877
"7122",14363.4377670179
"7123",22206.5622329821
"7124",9160
"7125",21866.8415841584
"7126",21523.1584158416
"7127",25022.4739764053
"7128",11897.5260235947
"7129",0
"7130",37290
"7131",73811.0813685517
"7132",41878.9186314483
"7133",36919.8358862144
"7134",23070.1641137856
"7135",10590.2427821522
"7136",36739.7572178478
"7137",39961.656595124
"7138",10228.343404876
"7139",4290
"7140",36010
"7141",18670
"7142",11750
"7143",10210
"7144",3910.40699815838
"7145",10633.3977900552
"7146",13926.1952117864
"7147",14630
"7148",18581.3916083916
"7149",14146.7552447552
"7150",17901.8531468531
"7151",32522.4043607532
"7152",19747.5956392468
"7153",25252.5027685493
"7154",14587.4972314507
"7155",25718.9432624113
"7156",43151.0567375887
"7157",15403.1886698691
"7158",48506.8113301309
"7159",25820
"7160",22406.2481043373
"7161",11873.7518956627
"7162",13232.7545327755
"7163",9277.24546722455
"7164",10128.4596273292
"7165",10291.5403726708
"7166",70420
"7167",0
"7168",0
"7169",21540
"7170",7220.57402671213
"7171",29339.4259732879
"7172",21830
"7173",28600
"7174",111489.966388169
"7175",3330.03361183136
"7176",12830
"7177",18128.2343234323
"7178",16921.7656765677
"7179",24105.7292129836
"7180",24064.2707870165
"7181",20960
"7182",8986.21543541065
"7183",29243.6772595955
"7184",18150.1073049938
"7185",6464.76208086785
"7186",79085.2379191322
"7187",0
"7188",17430
"7189",17590
"7190",25820.3123595506
"7191",8021.43370786517
"7192",21288.2539325843
"7193",42442.2983300311
"7194",19417.7016699689
"7195",1780
"7196",324890
"7197",0
"7198",0
"7199",135
"7200",44756.8429430492
"7201",12678.1570569508
"7202",17468.3109504132
"7203",18181.6890495868
"7204",31100
"7205",30020
"7206",17110
"7207",48847.5197813264
"7208",27642.4802186736
"7209",7255
"7210",6625
"7211",42150.0400898012
"7212",80249.9599101988
"7213",11320.0943396226
"7214",10769.9056603774
"7215",60310
"7216",14323.9430724152
"7217",9606.05692758476
"7218",7148.26388888889
"7219",3620
"7220",7281.73611111111
"7221",17881.1732124874
"7222",25213.6807653575
"7223",6925.14602215509
"7224",84090
"7225",18337.0109546166
"7226",14822.9890453834
"7227",27488.9887897506
"7228",17801.0112102494
"7229",34855.2838427948
"7230",24575.8515283843
"7231",16018.864628821
"7232",18030.4871794872
"7233",22619.5128205128
"7234",44842.9931838388
"7235",61667.0068161612
"7236",0
"7237",18026.7475035663
"7238",18223.2524964337
"7239",15280
"7240",41810
"7241",23840.2066115702
"7242",6039.79338842975
"7243",12877.4965986395
"7244",9202.50340136055
"7245",39093.885159263
"7246",41476.114840737
"7247",2730.84461288576
"7248",26009.1553871142
"7249",38570
"7250",65273.6503603407
"7251",28436.3496396593
"7252",39407.4198132359
"7253",38692.5801867641
"7254",36139.7398091934
"7255",27380.2601908066
"7256",42730
"7257",74400.7694572578
"7258",31519.2305427422
"7259",17564.4209626191
"7260",27495.5790373809
"7261",27590
"7262",17502.5
"7263",17502.5
"7264",19782.5
"7265",19782.5
"7266",9485.19637462236
"7267",10554.8036253776
"7268",12230
"7269",30564.8904168457
"7270",18856.9832402235
"7271",22908.1263429308
"7272",40420
"7273",6923.61436576668
"7274",13776.3856342333
"7275",165
"7276",39421.4977179918
"7277",3863.50228200817
"7278",20540
"7279",8429.19756966269
"7280",42050.8024303373
"7281",0
"7282",11438.5954063604
"7283",3291.40459363958
"7284",18399.6431172615
"7285",9270.35688273853
"7286",17195.7418788411
"7287",18094.2581211589
"7288",1398.38933951333
"7289",16091.6106604867
"7290",23650.9388888889
"7291",19329.0611111111
"7292",39354.22669803
"7293",32315.77330197
"7294",8020
"7295",32750
"7296",11845.3364817001
"7297",7904.66351829988
"7298",16270
"7299",27566.523364486
"7300",6453.47663551402
"7301",23278.9658444023
"7302",21251.0341555977
"7303",19844.984375
"7304",28816.203125
"7305",1118.8125
"7306",25330
"7307",14285.2740167634
"7308",18224.7259832366
"7309",43740
"7310",0
"7311",23079.8905908096
"7312",13000.1094091904
"7313",9710
"7314",8929.1353811149
"7315",24920.8646188851
"7316",18180
"7317",5550
"7318",19030
"7319",19590
"7320",71031.5216841573
"7321",13258.4783158427
"7322",0
"7323",0
"7324",12622.7570273392
"7325",16077.2429726608
"7326",14030
"7327",19193.4072900158
"7328",7886.59270998415
"7329",54641.2230960265
"7330",53478.7769039735
"7331",19763.0442477876
"7332",39316.9557522124
"7333",26981.4614173228
"7334",9348.53858267717
"7335",27840
"7336",26496.00290346
"7337",16313.99709654
"7338",0
"7339",0
"7340",19682.6778413737
"7341",7687.32215862633
"7342",23309.4403892944
"7343",6350.5596107056
"7344",0
"7345",30490
"7346",25130
"7347",37309.0247479377
"7348",23520.9752520623
"7349",20958.0177514793
"7350",15531.9822485207
"7351",24840
"7352",17760
"7353",18520.8777429467
"7354",5652.20480668756
"7355",15746.9174503657
"7356",13007.7633136095
"7357",18448.2840236686
"7358",14283.9526627219
"7359",18800
"7360",28700
"7361",13980
"7362",7830
"7363",17260
"7364",20900
"7365",24955.8800773694
"7366",2554.11992263056
"7367",70612.2322464235
"7368",7807.76775357649
"7369",39837.9302069793
"7370",57742.0697930207
"7371",0
"7372",36098.7087480356
"7373",24811.2912519644
"7374",12690
"7375",16100
"7376",15740
"7377",9130
"7378",24250
"7379",29710
"7380",34360
"7381",21750
"7382",55250
"7383",22313.5325318246
"7384",6356.46746817539
"7385",13654.6774788058
"7386",13725.3225211942
"7387",15412.8012797725
"7388",24637.1987202275
"7389",7709.83794089609
"7390",20342.0591039085
"7391",10599.8093422307
"7392",14508.2936129647
"7393",26040.6779661017
"7394",21799.3220338983
"7395",23795.4371122391
"7396",14804.5628877609
"7397",11617.4683247302
"7398",18412.5316752698
"7399",16901.8884997081
"7400",18428.1115002919
"7401",9453.45908607864
"7402",28766.5409139214
"7403",12976.2811302682
"7404",33223.7188697318
"7405",9555.90025906736
"7406",25884.0997409326
"7407",26634.983560357
"7408",18585.016439643
"7409",3825.39850560399
"7410",31344.601494396
"7411",30500
"7412",28670
"7413",12151.3305785124
"7414",14418.6694214876
"7415",15475
"7416",225
"7417",18198.7162342872
"7418",20551.2837657128
"7419",0
"7420",0
"7421",26209.0996665432
